Avg_Non_Nov_Revenue,Nov_Revenue,Seasonal_Lift
1187.079090909091,3743.7200000000003,2556.640909090909
146.9909090909091,2659.7400000000002,2512.749090909091
327.5409090909091,2838.79,2511.2490909090907
474.89545454545447,2919.36,2444.4645454545457
363.4263636363636,2740.06,2376.6336363636365
356.7627272727273,2704.61,2347.847272727273
2041.904545454545,4369.5199999999995,2327.6154545454547
499.05272727272734,2703.9800000000005,2204.9272727272732
1172.998181818182,3369.4100000000003,2196.4118181818185
289.94454545454545,2477.14,2187.1954545454546
330.7509090909091,2430.17,2099.419090909091
658.0736363636363,2755.35,2097.2763636363634
819.2018181818181,2910.0,2090.798181818182
308.64181818181817,2389.1099999999997,2080.4681818181816
444.0718181818182,2523.5299999999997,2079.4581818181814
381.04545454545456,2446.5099999999998,2065.4645454545453
352.91818181818184,2408.84,2055.9218181818183
843.4263636363635,2885.93,2042.5036363636364
1876.6809090909092,3913.57,2036.889090909091
666.8936363636363,2694.05,2027.156363636364
1055.3636363636363,3047.52,1992.1563636363637
1522.2027272727269,3473.67,1951.4672727272732
2294.339090909091,4201.53,1907.190909090909
597.9345454545455,2501.86,1903.9254545454546
648.6090909090909,2551.9500000000003,1903.3409090909095
543.7672727272728,2444.4500000000003,1900.6827272727273
385.98545454545456,2286.39,1900.4045454545453
829.0563636363637,2716.07,1887.0136363636366
2833.1718181818183,4661.96,1828.7881818181818
2089.529090909091,3917.81,1828.280909090909
635.341818181818,2462.81,1827.468181818182
211.1790909090909,2031.75,1820.570909090909
601.7645454545456,2412.51,1810.7454545454548
217.39454545454547,1970.3600000000001,1752.9654545454546
576.919090909091,2302.55,1725.6309090909092
956.9463636363636,2667.67,1710.7236363636366
1605.0809090909095,3313.51,1708.4290909090907
241.28454545454545,1932.75,1691.4654545454546
1616.8118181818181,3268.5299999999997,1651.7181818181816
136.82636363636362,1787.2099999999998,1650.3836363636362
978.4790909090909,2606.67,1628.1909090909091
1776.001818181818,3400.91,1624.908181818182
261.11090909090905,1884.36,1623.249090909091
273.80909090909086,1896.2,1622.3909090909092
211.66090909090914,1811.47,1599.8090909090909
1564.2227272727273,3143.58,1579.3572727272726
714.9436363636363,2291.39,1576.4463636363635
951.9827272727271,2525.0099999999998,1573.0272727272727
1602.4218181818185,3171.34,1568.9181818181817
325.85545454545456,1852.8000000000002,1526.9445454545457
531.2099999999999,2054.47,1523.2599999999998
338.9418181818182,1857.3600000000001,1518.418181818182
386.3881818181817,1865.7899999999997,1479.401818181818
183.7281818181818,1657.7099999999998,1473.981818181818
539.3836363636364,1988.02,1448.6363636363635
205.53,1632.67,1427.14
1468.2254545454546,2890.91,1422.6845454545453
380.3190909090909,1763.18,1382.8609090909092
1206.7036363636364,2566.11,1359.4063636363637
571.6136363636364,1930.3899999999999,1358.7763636363634
259.90000000000003,1610.42,1350.52
460.70909090909095,1797.57,1336.860909090909
2039.926363636364,3353.2799999999997,1313.3536363636358
782.2718181818182,2073.21,1290.9381818181819
110.65818181818184,1400.48,1289.8218181818181
118.84,1401.8500000000001,1283.0100000000002
295.10909090909087,1576.58,1281.4709090909091
111.9681818181818,1387.08,1275.111818181818
1274.0981818181817,2537.79,1263.6918181818182
285.17545454545456,1546.82,1261.6445454545453
183.83363636363637,1436.16,1252.3263636363638
114.59818181818181,1362.79,1248.1918181818182
707.1463636363635,1944.65,1237.5036363636366
1889.3836363636362,3123.0,1233.6163636363638
149.7009090909091,1363.9299999999998,1214.2290909090907
189.97636363636366,1400.95,1210.9736363636364
381.23545454545456,1579.8600000000001,1198.6245454545456
627.6645454545455,1815.6999999999998,1188.0354545454543
912.8990909090909,2097.41,1184.510909090909
2801.0499999999997,3984.46,1183.4100000000003
204.35090909090906,1382.79,1178.439090909091
222.52727272727273,1400.96,1178.4327272727273
1782.4872727272727,2957.76,1175.2727272727275
661.0581818181819,1824.41,1163.351818181818
172.49454545454543,1326.35,1153.8554545454544
1034.7227272727273,2172.37,1137.6472727272726
1386.221818181818,2523.77,1137.548181818182
155.87,1288.3,1132.4299999999998
532.9718181818181,1661.03,1128.0581818181818
437.21090909090907,1552.71,1115.499090909091
484.9018181818181,1595.55,1110.648181818182
1252.0972727272726,2360.3500000000004,1108.2527272727277
2398.486363636364,3494.84,1096.3536363636363
154.58181818181816,1246.95,1092.368181818182
1031.692727272727,2122.0,1090.307272727273
1305.3236363636363,2385.54,1080.2163636363637
873.6390909090908,1948.9099999999999,1075.270909090909
3390.4209090909094,4453.99,1063.5690909090904
456.56999999999994,1502.54,1045.97
165.63272727272727,1188.3200000000002,1022.6872727272729
343.1645454545455,1364.1200000000001,1020.9554545454546
259.33363636363634,1267.0300000000002,1007.6963636363639
188.32454545454547,1188.8600000000001,1000.5354545454546
687.9090909090909,1685.7499999999998,997.8409090909089
190.88545454545454,1178.6399999999999,987.7545454545453
1267.4627272727273,2248.85,981.3872727272726
279.1645454545455,1253.32,974.1554545454544
290.6727272727273,1263.8500000000001,973.1772727272728
166.25909090909093,1137.68,971.4209090909092
154.54909090909092,1122.5700000000002,968.0209090909093
832.249090909091,1798.6,966.3509090909089
1012.2918181818181,1974.94,962.6481818181819
133.42272727272726,1095.3,961.8772727272727
204.81909090909087,1157.9,953.0809090909092
2211.9400000000005,3162.6,950.6599999999994
1118.6118181818183,2067.25,948.6381818181817
202.23363636363635,1143.85,941.6163636363635
630.3672727272727,1566.32,935.9527272727272
190.5609090909091,1119.86,929.2990909090909
384.8818181818182,1310.25,925.3681818181818
2207.2127272727275,3132.45,925.2372727272723
603.4981818181818,1527.91,924.4118181818183
232.11727272727273,1153.36,921.2427272727272
217.20818181818183,1137.5,920.2918181818181
440.90909090909093,1360.0,919.090909090909
425.15000000000003,1343.8,918.6499999999999
254.12363636363636,1170.04,915.9163636363636
1433.609090909091,2338.91,905.3009090909088
186.28454545454545,1090.42,904.1354545454546
452.05090909090904,1355.97,903.919090909091
699.5672727272727,1602.1000000000001,902.5327272727275
1047.5327272727272,1939.5100000000002,891.977272727273
197.9709090909091,1083.61,885.6390909090908
285.6218181818182,1164.52,878.8981818181818
120.66545454545457,995.4200000000001,874.7545454545455
270.07272727272726,1140.9,870.8272727272729
312.15727272727275,1177.9499999999998,865.792727272727
459.72636363636354,1322.48,862.7536363636365
955.1081818181818,1817.7,862.5918181818182
680.5063636363635,1541.87,861.3636363636364
474.5863636363637,1327.22,852.6336363636362
202.0481818181818,1049.62,847.5718181818181
321.9563636363636,1168.13,846.1736363636364
303.3081818181818,1147.1299999999999,843.8218181818181
1358.589090909091,2198.38,839.790909090909
180.7972727272727,1016.53,835.7327272727273
256.95727272727277,1081.71,824.7527272727273
667.4745454545455,1492.22,824.7454545454545
185.59272727272727,1006.52,820.9272727272727
1895.2863636363638,2710.12,814.8336363636361
170.79454545454544,976.31,805.5154545454545
601.1109090909091,1403.13,802.019090909091
186.73272727272726,988.5699999999999,801.8372727272726
425.9636363636364,1224.42,798.4563636363637
117.27636363636363,913.21,795.9336363636364
487.0845454545455,1282.94,795.8554545454546
270.6372727272728,1058.2,787.5627272727272
485.28181818181815,1270.3700000000001,785.088181818182
529.5600000000001,1312.58,783.0199999999999
736.8636363636364,1510.58,773.7163636363636
137.9109090909091,906.28,768.3690909090909
146.41454545454545,914.34,767.9254545454546
644.9390909090909,1406.8700000000001,761.9309090909093
843.7618181818181,1605.16,761.398181818182
336.2509090909091,1096.19,759.939090909091
535.7854545454545,1292.48,756.6945454545455
247.05090909090913,1000.0,752.9490909090908
986.6927272727272,1738.55,751.8572727272727
103.08999999999997,854.03,750.94
235.95909090909092,979.8199999999999,743.860909090909
152.36636363636364,889.51,737.1436363636363
123.52545454545454,854.6,731.0745454545455
388.9554545454546,1118.3799999999999,729.4245454545453
425.6963636363636,1150.91,725.2136363636364
100.04545454545455,819.0,718.9545454545455
2545.4645454545457,3262.0499999999997,716.585454545454
738.2118181818182,1453.35,715.1381818181817
125.75636363636364,838.85,713.0936363636364
334.94363636363636,1033.1399999999999,698.1963636363635
207.35999999999996,905.54,698.1800000000001
1635.8972727272726,2333.98,698.0827272727274
662.6218181818182,1359.5,696.8781818181818
125.25818181818181,821.46,696.2018181818182
329.66727272727275,1024.32,694.6527272727271
735.2090909090908,1428.44,693.2309090909092
158.50181818181818,849.81,691.3081818181818
144.5081818181818,826.52,682.0118181818182
366.5818181818182,1041.03,674.4481818181818
171.76090909090908,845.9499999999999,674.1890909090909
590.8463636363637,1261.3,670.4536363636363
532.5218181818182,1202.1499999999999,669.6281818181817
872.0527272727272,1541.44,669.3872727272728
461.7063636363637,1125.46,663.7536363636364
694.8263636363637,1357.8600000000001,663.0336363636364
922.8909090909091,1585.0800000000002,662.1890909090911
137.26818181818183,795.9,658.6318181818182
213.36363636363637,866.3199999999999,652.9563636363636
224.74727272727276,874.6899999999999,649.9427272727272
412.34,1057.55,645.21
150.36454545454544,789.9,639.5354545454545
566.22,1203.26,637.04
353.20909090909095,985.9300000000001,632.7209090909091
518.2727272727273,1150.0,631.7272727272727
116.85000000000001,746.71,629.86
257.5309090909091,887.31,629.7790909090909
549.9236363636363,1176.58,626.6563636363636
637.1236363636364,1257.29,620.1663636363636
618.7318181818181,1238.12,619.3881818181818
288.0890909090909,901.94,613.8509090909092
357.16545454545457,966.27,609.1045454545454
132.32090909090908,737.92,605.5990909090908
687.3236363636363,1291.77,604.4463636363637
250.24909090909094,853.72,603.4709090909091
538.2336363636364,1133.31,595.0763636363636
116.63909090909091,708.61,591.9709090909091
144.15363636363637,733.66,589.5063636363636
1603.9081818181817,2193.15,589.2418181818184
222.1709090909091,805.65,583.4790909090909
295.3218181818182,876.11,580.7881818181818
1878.5081818181818,2457.65,579.1418181818183
254.05363636363634,829.6,575.5463636363637
2029.921818181818,2605.46,575.538181818182
492.29090909090905,1067.19,574.899090909091
276.5345454545455,845.4300000000001,568.8954545454546
112.44181818181819,679.1500000000001,566.7081818181819
536.1181818181818,1100.97,564.8518181818182
450.0718181818182,1011.88,561.8081818181818
974.7327272727272,1533.1599999999999,558.4272727272727
522.8254545454545,1080.8999999999999,558.0745454545454
169.96454545454546,725.95,555.9854545454546
623.7172727272726,1179.07,555.3527272727273
133.15818181818182,687.02,553.8618181818182
558.9327272727273,1109.47,550.5372727272727
124.63727272727274,675.12,550.4827272727273
131.47,679.8499999999999,548.3799999999999
127.91999999999999,672.96,545.0400000000001
1441.0227272727273,1984.6100000000001,543.5872727272729
110.34363636363636,652.56,542.2163636363636
289.1063636363636,830.89,541.7836363636363
150.09272727272725,691.4699999999999,541.3772727272726
121.73818181818181,661.39,539.6518181818182
354.0672727272727,892.28,538.2127272727273
114.23363636363638,649.18,534.9463636363636
2065.5063636363634,2599.6800000000003,534.1736363636369
125.22454545454546,654.5,529.2754545454545
288.1554545454546,817.13,528.9745454545455
937.289090909091,1464.65,527.3609090909091
468.04636363636365,991.6800000000001,523.6336363636365
590.7281818181818,1113.53,522.8018181818181
234.93818181818185,754.7800000000001,519.8418181818182
383.1818181818182,902.79,519.6081818181817
191.61636363636362,707.34,515.7236363636364
314.71,829.06,514.3499999999999
332.0163636363637,842.4599999999999,510.44363636363624
229.9318181818182,740.13,510.1981818181818
327.9636363636364,837.62,509.6563636363636
272.40818181818184,780.32,507.9118181818182
225.98545454545456,732.72,506.73454545454547
371.2690909090909,877.49,506.2209090909091
659.8063636363638,1165.95,506.14363636363623
127.48363636363636,632.76,505.2763636363636
1763.4372727272726,2268.56,505.1227272727274
231.59636363636363,734.9,503.3036363636363
356.9145454545455,860.1899999999999,503.27545454545447
101.55000000000001,604.8000000000001,503.25000000000006
206.02818181818182,700.4,494.3718181818182
114.72909090909089,608.47,493.74090909090916
390.34636363636366,882.4399999999999,492.0936363636363
205.4563636363636,696.0999999999999,490.64363636363635
170.9618181818182,659.6099999999999,488.6481818181817
108.18272727272728,596.0899999999999,487.90727272727264
102.82181818181817,590.72,487.89818181818185
147.33454545454543,633.31,485.9754545454545
196.36636363636364,677.98,481.6136363636364
532.0454545454545,1011.89,479.8445454545455
138.59545454545452,614.3499999999999,475.7545454545454
379.4136363636363,853.7299999999999,474.31636363636363
397.08818181818185,869.81,472.7218181818181
878.7390909090908,1343.1699999999998,464.43090909090904
109.89545454545454,572.75,462.8545454545455
414.01454545454544,872.3199999999999,458.3054545454545
103.71909090909092,552.6,448.8809090909091
587.0418181818183,1035.83,448.78818181818167
206.4690909090909,651.34,444.8709090909091
380.23272727272723,824.7900000000001,444.55727272727285
221.83090909090907,664.75,442.9190909090909
296.83909090909094,738.46,441.6209090909091
418.72727272727275,857.37,438.64272727272726
786.9145454545454,1221.72,434.8054545454546
585.1990909090908,1019.9899999999999,434.79090909090905
770.4754545454543,1203.87,433.39454545454555
294.8890909090909,727.78,432.8909090909091
369.9781818181818,802.48,432.50181818181824
1386.6,1817.1000000000001,430.5000000000002
162.16727272727272,590.9599999999999,428.79272727272723
229.41454545454545,654.98,425.5654545454546
363.94181818181823,789.4100000000001,425.46818181818185
346.05636363636364,770.67,424.6136363636363
1131.5145454545454,1552.49,420.97545454545457
125.80818181818181,546.39,420.58181818181816
391.8372727272727,809.6999999999999,417.8627272727272
107.21,523.9499999999999,416.73999999999995
213.53272727272727,629.86,416.32727272727277
2248.2263636363637,2662.99,414.7636363636361
138.08363636363637,551.73,413.6463636363636
785.4881818181819,1196.04,410.551818181818
576.2390909090908,985.93,409.69090909090914
131.92636363636365,541.4000000000001,409.47363636363644
582.6218181818183,989.6500000000001,407.0281818181818
227.46545454545455,632.9,405.4345454545454
371.6645454545455,768.62,396.95545454545453
259.7736363636364,654.41,394.63636363636357
309.41818181818184,702.86,393.4418181818182
300.9554545454546,692.55,391.59454545454537
142.04636363636365,532.5500000000001,390.5036363636364
340.69818181818175,728.56,387.8618181818182
584.5227272727273,972.33,387.8072727272728
1127.4909090909093,1512.3600000000001,384.8690909090908
649.1490909090909,1032.81,383.66090909090906
135.28545454545454,518.35,383.0645454545455
506.2563636363637,886.03,379.7736363636363
617.1536363636365,995.3599999999999,378.20636363636345
390.09909090909093,767.34,377.2409090909091
265.7809090909091,642.5,376.7190909090909
331.1781818181819,707.63,376.4518181818181
191.01000000000002,565.44,374.43000000000006
369.8309090909091,742.96,373.12909090909096
342.54636363636365,710.6399999999999,368.0936363636362
139.8690909090909,507.90999999999997,368.04090909090905
488.92272727272723,856.7299999999999,367.8072727272727
174.5118181818182,538.33,363.81818181818187
193.3,556.84,363.54
542.7872727272727,902.93,360.14272727272726
570.6745454545454,930.71,360.0354545454546
163.13727272727272,523.06,359.92272727272723
124.37090909090908,483.78000000000003,359.40909090909093
395.73636363636365,751.74,356.00363636363636
341.9418181818182,697.66,355.7181818181818
135.92363636363635,491.09,355.1663636363636
106.59363636363638,461.28000000000003,354.68636363636364
110.41272727272727,464.94,354.5272727272727
112.89727272727272,465.17999999999995,352.28272727272724
607.7527272727273,959.53,351.7772727272727
402.14272727272726,753.81,351.6672727272727
448.5118181818181,798.9699999999999,350.4581818181818
351.94545454545454,702.4000000000001,350.45454545454555
124.84818181818181,472.83000000000004,347.9818181818182
176.39272727272729,523.87,347.47727272727275
142.11818181818185,488.65000000000003,346.53181818181815
773.9418181818182,1118.46,344.5181818181818
229.75454545454548,574.1800000000001,344.4254545454546
259.97727272727275,603.76,343.78272727272724
150.24090909090907,492.24999999999994,342.0090909090909
341.31363636363636,680.42,339.1063636363636
127.45181818181818,461.08,333.6281818181818
114.04090909090907,442.35999999999996,328.3190909090909
470.3481818181819,797.27,326.9218181818181
303.2890909090909,628.5,325.2109090909091
1296.4581818181819,1621.06,324.6018181818181
189.10727272727271,511.48,322.3727272727273
309.0945454545454,630.56,321.4654545454545
825.5399999999998,1146.9099999999999,321.37
129.46818181818182,450.77,321.30181818181813
479.8054545454546,799.75,319.9445454545454
768.392727272727,1087.6699999999998,319.2772727272728
201.8972727272727,520.18,318.28272727272724
131.3063636363636,448.54999999999995,317.24363636363637
111.29454545454546,426.96999999999997,315.6754545454545
1949.7981818181818,2263.58,313.78181818181815
606.209090909091,919.6,313.3909090909091
232.97545454545454,546.3299999999999,313.35454545454536
250.70363636363635,561.87,311.16636363636366
252.47636363636366,562.58,310.1036363636364
250.85454545454547,554.8000000000001,303.9454545454546
162.90545454545455,464.41,301.50454545454545
520.9145454545455,820.4,299.48545454545444
3060.203636363636,3358.5,298.2963636363638
147.34727272727272,445.29,297.9427272727273
140.75727272727272,436.28,295.52272727272725
297.08363636363634,592.23,295.1463636363637
315.72272727272724,609.97,294.2472727272728
374.28818181818184,668.42,294.1318181818181
268.8254545454545,562.5799999999999,293.75454545454545
306.66545454545457,595.37,288.70454545454544
1091.7863636363636,1378.26,286.4736363636364
557.1472727272728,842.62,285.4727272727272
121.82909090909092,406.61999999999995,284.79090909090905
173.12727272727273,457.81999999999994,284.6927272727272
136.70181818181817,420.19,283.48818181818183
364.38090909090914,647.39,283.00909090909084
1971.2136363636366,2253.75,282.5363636363634
134.35363636363635,416.42,282.0663636363637
117.24818181818182,398.12,280.8718181818182
136.07636363636362,415.05,278.9736363636364
405.91636363636366,683.3000000000001,277.3836363636364
167.6290909090909,444.33,276.7009090909091
796.2190909090909,1072.4,276.18090909090915
144.17454545454547,418.5,274.32545454545453
128.45454545454544,401.40999999999997,272.95545454545453
606.350909090909,877.7099999999999,271.3590909090909
198.0290909090909,468.90000000000003,270.8709090909091
434.0627272727272,703.8499999999999,269.7872727272727
359.63818181818175,628.75,269.11181818181825
544.5281818181819,813.17,268.64181818181805
352.19272727272727,620.02,267.8272727272727
534.9945454545455,801.78,266.7854545454545
274.27090909090913,539.72,265.4490909090909
553.059090909091,818.4,265.340909090909
235.51363636363638,500.76,265.24636363636364
152.34363636363634,417.16999999999996,264.8263636363636
761.6481818181819,1021.91,260.26181818181806
122.04090909090907,382.09,260.0490909090909
840.019090909091,1096.48,256.460909090909
189.05818181818185,443.39000000000004,254.3318181818182
327.86545454545455,581.75,253.88454545454545
147.9618181818182,400.85999999999996,252.89818181818177
530.93,781.9699999999999,251.03999999999996
133.70727272727274,384.59,250.88272727272724
177.51727272727274,428.39,250.87272727272725
313.8372727272727,564.69,250.85272727272735
109.22181818181816,359.94,250.71818181818185
130.60363636363638,381.26,250.6563636363636
1366.38,1616.45,250.06999999999994
170.6818181818182,415.5,244.8181818181818
413.3799999999999,655.5899999999999,242.21000000000004
481.480909090909,723.0699999999999,241.58909090909094
108.0881818181818,349.62999999999994,241.54181818181814
176.2681818181818,417.14,240.87181818181818
282.08181818181816,521.6999999999999,239.61818181818177
155.31545454545454,394.36,239.04454545454547
566.1681818181819,803.79,237.62181818181807
183.13181818181818,420.66,237.52818181818185
115.63181818181816,351.3,235.66818181818184
495.38363636363647,730.9,235.5163636363635
176.10454545454542,409.03999999999996,232.93545454545455
314.9327272727273,547.79,232.8572727272727
1100.3154545454545,1331.37,231.0545454545454
397.0636363636364,627.8100000000001,230.74636363636364
209.54545454545453,440.0,230.45454545454547
107.06999999999998,337.4,230.32999999999998
1346.3927272727271,1574.49,228.09727272727287
161.50454545454548,388.59000000000003,227.08545454545455
128.67545454545453,355.53,226.85454545454544
381.6527272727272,607.16,225.50727272727278
498.15090909090907,723.0600000000001,224.909090909091
203.79727272727277,427.20000000000005,223.40272727272728
522.9,746.1700000000001,223.2700000000001
245.38454545454542,467.53000000000003,222.1454545454546
161.62272727272727,383.04,221.41727272727275
164.4509090909091,384.7,220.24909090909088
140.2890909090909,359.67,219.3809090909091
434.4309090909091,651.94,217.50909090909096
118.6327272727273,335.08,216.4472727272727
218.69727272727275,433.54,214.84272727272727
195.59181818181816,408.16999999999996,212.5781818181818
304.6072727272728,517.0300000000001,212.4227272727273
101.20727272727272,312.40999999999997,211.20272727272726
123.92454545454544,334.04999999999995,210.12545454545452
281.14818181818185,490.57000000000005,209.4218181818182
344.72999999999996,552.87,208.14000000000004
105.34363636363638,312.93,207.58636363636361
216.3409090909091,423.72,207.37909090909093
253.67,460.68,207.01000000000002
129.32090909090905,336.28,206.95909090909092
125.14090909090906,331.54999999999995,206.40909090909088
450.1,655.69,205.59000000000003
790.5154545454545,994.0200000000001,203.50454545454556
162.83181818181816,365.76,202.92818181818183
151.06454545454542,353.51,202.44545454545457
103.68545454545456,300.03999999999996,196.35454545454542
1509.1063636363638,1704.56,195.45363636363618
160.83545454545455,355.63000000000005,194.7945454545455
420.7400000000001,614.11,193.3699999999999
131.36818181818182,324.08,192.71181818181816
556.8490909090909,748.3900000000001,191.54090909090917
195.40454545454548,383.95000000000005,188.54545454545456
108.05636363636363,295.92,187.86363636363637
122.51818181818182,308.8,186.2818181818182
266.2872727272727,452.30999999999995,186.02272727272725
356.38363636363636,542.25,185.86636363636364
475.4254545454545,660.4399999999999,185.01454545454544
457.04545454545445,640.55,183.5045454545455
102.00090909090909,283.45,181.4490909090909
177.95727272727274,359.17,181.21272727272728
332.60909090909087,513.05,180.4409090909091
219.18454545454549,399.51,180.3254545454545
193.93363636363637,372.15,178.2163636363636
112.72727272727273,290.0,177.27272727272725
101.68454545454547,278.75,177.06545454545454
155.0818181818182,331.71,176.6281818181818
152.06181818181815,327.04999999999995,174.9881818181818
564.0954545454546,736.32,172.22454545454548
110.68909090909091,281.71,171.02090909090907
485.93636363636364,656.6,170.66363636363639
397.01454545454544,562.64,165.62545454545455
332.4018181818182,498.0,165.59818181818179
123.18727272727273,288.43,165.24272727272728
104.31272727272727,269.34,165.0272727272727
213.96999999999997,378.51,164.54000000000002
214.1,377.94,163.84
180.6027272727273,344.41,163.80727272727273
363.8399999999999,527.61,163.7700000000001
135.95454545454547,298.8,162.84545454545454
181.33545454545455,344.04,162.70454545454547
1119.9772727272727,1281.8700000000001,161.89272727272737
408.97727272727263,569.9899999999999,161.01272727272726
384.47272727272724,545.35,160.87727272727278
232.7109090909091,393.39,160.6790909090909
120.79,281.34,160.54999999999995
133.79454545454547,292.44,158.64545454545453
274.3727272727272,432.91999999999996,158.54727272727274
145.4227272727273,303.93999999999994,158.51727272727265
385.77727272727265,543.3,157.5227272727273
370.3772727272727,527.25,156.87272727272727
368.54454545454547,524.92,156.3754545454545
103.31545454545454,258.71000000000004,155.3945454545455
101.33454545454543,255.57999999999998,154.24545454545455
545.59,699.1899999999999,153.5999999999999
149.32727272727274,302.54,153.21272727272728
216.23090909090908,368.43,152.19909090909093
103.88999999999997,255.39000000000001,151.50000000000006
184.45636363636365,335.71,151.25363636363633
1369.1954545454546,1520.15,150.9545454545455
204.98545454545456,355.5,150.51454545454544
445.3636363636364,593.6899999999999,148.32636363636357
281.3681818181818,429.35999999999996,147.99181818181813
317.37454545454545,465.0,147.62545454545455
171.49545454545452,319.0,147.50454545454548
399.38818181818186,546.44,147.0518181818182
564.8499999999999,711.4499999999999,146.60000000000002
124.37000000000002,270.77,146.39999999999998
261.96727272727276,408.12,146.15272727272725
170.4663636363636,316.59,146.12363636363636
240.11999999999998,385.13,145.01000000000002
153.88545454545456,297.44,143.55454545454543
763.4554545454546,905.71,142.25454545454545
155.90727272727273,297.34,141.43272727272725
128.78181818181818,269.48999999999995,140.70818181818177
121.56727272727272,261.26,139.69272727272727
312.70727272727277,451.5,138.79272727272723
643.9109090909091,782.3199999999999,138.40909090909088
106.91090909090909,244.95,138.0390909090909
154.17363636363635,290.0,135.82636363636365
128.03636363636363,262.34999999999997,134.31363636363633
1092.2327272727273,1226.47,134.23727272727274
114.80272727272724,247.23,132.42727272727274
611.85,743.4,131.54999999999995
1701.8354545454547,1832.47,130.63454545454533
313.2281818181818,443.56,130.33181818181822
194.02545454545452,323.90999999999997,129.88454545454545
561.2436363636363,690.66,129.4163636363637
252.74545454545458,381.75000000000006,129.00454545454548
286.91909090909087,412.95,126.03090909090912
180.55363636363634,306.37,125.81636363636366
123.3490909090909,248.93,125.5809090909091
376.3863636363636,501.64000000000004,125.25363636363642
341.3936363636363,465.31,123.91636363636371
212.8527272727273,335.51000000000005,122.65727272727275
236.97,359.58,122.60999999999999
143.95363636363638,266.41,122.45636363636365
101.05272727272727,222.71,121.65727272727274
160.4272727272727,282.02,121.59272727272727
553.1245454545455,674.12,120.99545454545455
184.1209090909091,302.73,118.60909090909092
158.1918181818182,276.66,118.46818181818182
253.21545454545455,371.13,117.91454545454545
275.38181818181823,393.11,117.72818181818178
200.51090909090908,317.9,117.3890909090909
260.54545454545456,376.5,115.95454545454544
383.13090909090914,499.08000000000004,115.9490909090909
200.17000000000004,314.97,114.79999999999998
155.29545454545453,269.4,114.10454545454544
188.1581818181818,302.2,114.0418181818182
129.43818181818182,242.64,113.20181818181817
1367.3954545454546,1480.22,112.82454545454539
449.07636363636357,561.31,112.23363636363638
1007.2236363636363,1119.06,111.83636363636367
468.8954545454546,580.0799999999999,111.18454545454534
104.87363636363638,215.7,110.82636363636361
746.5081818181818,857.3199999999999,110.81181818181813
255.44727272727275,366.0,110.55272727272725
112.41636363636363,222.86,110.44363636363639
102.22363636363637,212.5,110.27636363636363
221.57636363636365,330.0,108.42363636363635
1299.1054545454544,1406.56,107.4545454545455
224.14181818181817,331.56,107.41818181818184
158.98636363636362,266.21,107.22363636363636
114.65181818181814,221.23999999999998,106.58818181818184
515.1772727272727,621.31,106.13272727272727
